Process(V) Name                 Module Base Module Name          Result
0x85f1c060 winlogon.exe         0x075330000 profapi.dll          OK: module.472.def1c060.75330000.dll
0x85f1c060 winlogon.exe         0x073b70000 WindowsCodecs.dll    OK: module.472.def1c060.73b70000.dll
0x85f1c060 winlogon.exe         0x073f90000 UxTheme.dll          OK: module.472.def1c060.73f90000.dll
0x85f1c060 winlogon.exe         0x072fb0000 UXINIT.dll           OK: module.472.def1c060.72fb0000.dll
0x85f1c060 winlogon.exe         0x075320000 RpcRtRemote.dll      OK: module.472.def1c060.75320000.dll
0x85f1c060 winlogon.exe         0x0773f0000 IMM32.DLL            OK: module.472.def1c060.773f0000.dll
0x85f1c060 winlogon.exe         0x074b50000 rsaenh.dll           OK: module.472.def1c060.74b50000.dll
0x85f1c060 winlogon.exe         0x075620000 msvcrt.dll           OK: module.472.def1c060.75620000.dll
0x85f1c060 winlogon.exe         0x074e80000 netjoin.dll          OK: module.472.def1c060.74e80000.dll
0x85f1c060 winlogon.exe         0x075280000 CRYPTBASE.dll        OK: module.472.def1c060.75280000.dll
0x85f1c060 winlogon.exe         0x073490000 netutils.dll         OK: module.472.def1c060.73490000.dll
0x85f1c060 winlogon.exe         0x075550000 KERNELBASE.dll       OK: module.472.def1c060.75550000.dll
0x85f92030 services.exe         0x000750000 services.exe         OK: module.516.def92030.750000.dll
0x85f92030 services.exe         0x0771e0000 ntdll.dll            OK: module.516.def92030.771e0000.dll
0x85f92030 services.exe         0x074930000 WTSAPI32.dll         OK: module.516.def92030.74930000.dll
0x85f92030 services.exe         0x077340000 LPK.dll              OK: module.516.def92030.77340000.dll
0x85f92030 services.exe         0x075330000 profapi.dll          OK: module.516.def92030.75330000.dll
0x85f92030 services.exe         0x074d70000 mswsock.dll          OK: module.516.def92030.74d70000.dll
0x85f92030 services.exe         0x075840000 ADVAPI32.dll         OK: module.516.def92030.75840000.dll
0x85f92030 services.exe         0x0767a0000 USP10.dll            OK: module.516.def92030.767a0000.dll
0x85f92030 services.exe         0x075210000 SspiCli.dll          OK: module.516.def92030.75210000.dll
0x85f92030 services.exe         0x074fe0000 SCESRV.dll           OK: module.516.def92030.74fe0000.dll
0x85f92030 services.exe         0x075230000 apphelp.dll          OK: module.516.def92030.75230000.dll
0x85f92030 services.exe         0x076840000 sechost.dll          OK: module.516.def92030.76840000.dll
0x85f92030 services.exe         0x074a50000 credssp.dll          OK: module.516.def92030.74a50000.dll
0x85f92030 services.exe         0x074a20000 UBPM.dll             OK: module.516.def92030.74a20000.dll
0x85f92030 services.exe         0x076ca0000 USER32.dll           OK: module.516.def92030.76ca0000.dll
0x85f92030 services.exe         0x0768c0000 GDI32.dll            OK: module.516.def92030.768c0000.dll
0x85f92030 services.exe         0x0756d0000 kernel32.dll         OK: module.516.def92030.756d0000.dll
0x85f92030 services.exe         0x0758e0000 MSCTF.dll            OK: module.516.def92030.758e0000.dll
0x85f92030 services.exe         0x0752f0000 WINSTA.dll           OK: module.516.def92030.752f0000.dll
0x85f92030 services.exe         0x076a10000 WS2_32.dll           OK: module.516.def92030.76a10000.dll
0x85f92030 services.exe         0x074f50000 srvcli.dll           OK: module.516.def92030.74f50000.dll
0x85f92030 services.exe         0x074d60000 wship6.dll           OK: module.516.def92030.74d60000.dll
0x85f92030 services.exe         0x074f20000 AUTHZ.dll            OK: module.516.def92030.74f20000.dll
0x85f92030 services.exe         0x077350000 NSI.dll              OK: module.516.def92030.77350000.dll
0x85f92030 services.exe         0x075320000 RpcRtRemote.dll      OK: module.516.def92030.75320000.dll
0x85f92030 services.exe         0x0750c0000 Secur32.dll          OK: module.516.def92030.750c0000.dll
0x85f92030 services.exe         0x0773f0000 IMM32.DLL            OK: module.516.def92030.773f0000.dll
0x85f92030 services.exe         0x076f30000 RPCRT4.dll           OK: module.516.def92030.76f30000.dll
0x85f92030 services.exe         0x075620000 msvcrt.dll           OK: module.516.def92030.75620000.dll
0x85f92030 services.exe         0x074830000 wshtcpip.dll         OK: module.516.def92030.74830000.dll
0x85f92030 services.exe         0x0750e0000 scext.dll            OK: module.516.def92030.750e0000.dll
0x85f92030 services.exe         0x075280000 CRYPTBASE.dll        OK: module.516.def92030.75280000.dll
0x85f92030 services.exe         0x075550000 KERNELBASE.dll       OK: module.516.def92030.75550000.dll
0x86865448 lsass.exe            0x000830000 lsass.exe            OK: module.532.de465448.830000.dll
0x86865448 lsass.exe            0x0771e0000 ntdll.dll            OK: module.532.de465448.771e0000.dll
0x86865448 lsass.exe            0x077340000 LPK.dll              OK: module.532.de465448.77340000.dll
0x86865448 lsass.exe            0x075030000 SAMSRV.dll           OK: module.532.de465448.75030000.dll
0x86865448 lsass.exe            0x074d70000 mswsock.dll          OK: module.532.de465448.74d70000.dll
0x86865448 lsass.exe            0x074990000 USERENV.dll          OK: module.532.de465448.74990000.dll
0x86865448 lsass.exe            0x0767a0000 USP10.dll            OK: module.532.de465448.767a0000.dll
0x86865448 lsass.exe            0x073480000 wkscli.dll           OK: module.532.de465448.73480000.dll
0x86865448 lsass.exe            0x074db0000 CRYPTSP.dll          OK: module.532.de465448.74db0000.dll
0x86865448 lsass.exe            0x074ec0000 bcrypt.dll           OK: module.532.de465448.74ec0000.dll
0x86865448 lsass.exe            0x074fc0000 cryptdll.dll         OK: module.532.de465448.74fc0000.dll
0x86865448 lsass.exe            0x074dd0000 kerberos.DLL         OK: module.532.de465448.74dd0000.dll
0x86865448 lsass.exe            0x074b40000 efslsaext.dll        OK: module.532.de465448.74b40000.dll
0x86865448 lsass.exe            0x074c00000 logoncli.dll         OK: module.532.de465448.74c00000.dll
0x86865448 lsass.exe            0x075210000 SspiCli.dll          OK: module.532.de465448.75210000.dll
0x86865448 lsass.exe            0x076840000 sechost.dll          OK: module.532.de465448.76840000.dll
0x86865448 lsass.exe            0x075840000 ADVAPI32.dll         OK: module.532.de465448.75840000.dll
0x86865448 lsass.exe            0x074a50000 credssp.dll          OK: module.532.de465448.74a50000.dll
0x86865448 lsass.exe            0x074b50000 rsaenh.dll           OK: module.532.de465448.74b50000.dll
0x86865448 lsass.exe            0x074bc0000 schannel.DLL         OK: module.532.de465448.74bc0000.dll
0x86865448 lsass.exe            0x074c80000 netlogon.DLL         OK: module.532.de465448.74c80000.dll
0x86865448 lsass.exe            0x074a90000 bcryptprimitives.dll OK: module.532.de465448.74a90000.dll
0x86865448 lsass.exe            0x076ca0000 USER32.dll           OK: module.532.de465448.76ca0000.dll
0x86865448 lsass.exe            0x074eb0000 msprivs.DLL          OK: module.532.de465448.74eb0000.dll
0x86865448 lsass.exe            0x074830000 wshtcpip.dll         OK: module.532.de465448.74830000.dll
0x86865448 lsass.exe            0x0768c0000 GDI32.dll            OK: module.532.de465448.768c0000.dll
0x86865448 lsass.exe            0x0756d0000 kernel32.dll         OK: module.532.de465448.756d0000.dll
0x86865448 lsass.exe            0x0758e0000 MSCTF.dll            OK: module.532.de465448.758e0000.dll
0x86865448 lsass.exe            0x0752f0000 WINSTA.dll           OK: module.532.de465448.752f0000.dll
0x86865448 lsass.exe            0x075100000 lsasrv.dll           OK: module.532.de465448.75100000.dll
0x86865448 lsass.exe            0x06fe80000 certpoleng.dll       OK: module.532.de465448.6fe80000.dll
0x86865448 lsass.exe            0x074b10000 tspkg.DLL            OK: module.532.de465448.74b10000.dll
0x86865448 lsass.exe            0x075430000 CRYPT32.dll          OK: module.532.de465448.75430000.dll
0x86865448 lsass.exe            0x076a10000 WS2_32.dll           OK: module.532.de465448.76a10000.dll
0x86865448 lsass.exe            0x075330000 profapi.dll          OK: module.532.de465448.75330000.dll
0x86865448 lsass.exe            0x077350000 NSI.dll              OK: module.532.de465448.77350000.dll
0x86865448 lsass.exe            0x074d60000 wship6.dll           OK: module.532.de465448.74d60000.dll
0x86865448 lsass.exe            0x074f70000 wevtapi.dll          OK: module.532.de465448.74f70000.dll
0x86865448 lsass.exe            0x074b90000 wdigest.DLL          OK: module.532.de465448.74b90000.dll
0x86865448 lsass.exe            0x074f20000 AUTHZ.dll            OK: module.532.de465448.74f20000.dll
0x86865448 lsass.exe            0x074a60000 scecli.DLL           OK: module.532.de465448.74a60000.dll
0x86865448 lsass.exe            0x075320000 RpcRtRemote.dll      OK: module.532.de465448.75320000.dll
0x86865448 lsass.exe            0x0750c0000 Secur32.dll          OK: module.532.de465448.750c0000.dll
0x86865448 lsass.exe            0x074ad0000 pku2u.DLL            OK: module.532.de465448.74ad0000.dll
0x86865448 lsass.exe            0x0773f0000 IMM32.DLL            OK: module.532.de465448.773f0000.dll
0x86865448 lsass.exe            0x075200000 SspiSrv.dll          OK: module.532.de465448.75200000.dll
0x86865448 lsass.exe            0x076f30000 RPCRT4.dll           OK: module.532.de465448.76f30000.dll
0x86865448 lsass.exe            0x075620000 msvcrt.dll           OK: module.532.de465448.75620000.dll
0x86865448 lsass.exe            0x074c30000 DNSAPI.dll           OK: module.532.de465448.74c30000.dll
0x86865448 lsass.exe            0x074f40000 cngaudit.dll         OK: module.532.de465448.74f40000.dll
0x86865448 lsass.exe            0x074e60000 negoexts.DLL         OK: module.532.de465448.74e60000.dll
0x86865448 lsass.exe            0x074e80000 netjoin.dll          OK: module.532.de465448.74e80000.dll
0x86865448 lsass.exe            0x073490000 netutils.dll         OK: module.532.de465448.73490000.dll
0x86865448 lsass.exe            0x075280000 cryptbase.dll        OK: module.532.de465448.75280000.dll
0x86865448 lsass.exe            0x077320000 MSASN1.dll           OK: module.532.de465448.77320000.dll
0x86865448 lsass.exe            0x074900000 IPHLPAPI.DLL         OK: module.532.de465448.74900000.dll
0x86865448 lsass.exe            0x074ee0000 ncrypt.dll           OK: module.532.de465448.74ee0000.dll
0x86865448 lsass.exe            0x0748f0000 WINNSI.DLL           OK: module.532.de465448.748f0000.dll
0x86865448 lsass.exe            0x074d10000 msv1_0.DLL           OK: module.532.de465448.74d10000.dll
0x86865448 lsass.exe            0x075550000 KERNELBASE.dll       OK: module.532.de465448.75550000.dll
0x86868030 lsm.exe              0x000980000 lsm.exe              OK: module.540.de468030.980000.dll
0x86868030 lsm.exe              0x0771e0000 ntdll.dll            OK: module.540.de468030.771e0000.dll
0x86868030 lsm.exe              0x076f30000 RPCRT4.dll           OK: module.540.de468030.76f30000.dll
0x86868030 lsm.exe              0x074940000 pcwum.dll            OK: module.540.de468030.74940000.dll
0x86868030 lsm.exe              0x075620000 msvcrt.dll           OK: module.540.de468030.75620000.dll
0x86868030 lsm.exe              0x074a50000 credssp.dll          OK: module.540.de468030.74a50000.dll
0x86868030 lsm.exe              0x075280000 CRYPTBASE.dll        OK: module.540.de468030.75280000.dll
0x86868030 lsm.exe              0x075840000 ADVAPI32.dll         OK: module.540.de468030.75840000.dll
0x86868030 lsm.exe              0x0750d0000 WMsgAPI.dll          OK: module.540.de468030.750d0000.dll
0x86868030 lsm.exe              0x075550000 KERNELBASE.dll       OK: module.540.de468030.75550000.dll
0x86868030 lsm.exe              0x0750c0000 secur32.dll          OK: module.540.de468030.750c0000.dll
0x86868030 lsm.exe              0x0756d0000 kernel32.dll         OK: module.540.de468030.756d0000.dll
0x86868030 lsm.exe              0x0750f0000 SYSNTFY.dll          OK: module.540.de468030.750f0000.dll
0x86868030 lsm.exe              0x075320000 RpcRtRemote.dll      OK: module.540.de468030.75320000.dll
0x86868030 lsm.exe              0x075210000 SSPICLI.DLL          OK: module.540.de468030.75210000.dll
0x86868030 lsm.exe              0x076840000 sechost.dll          OK: module.540.de468030.76840000.dll
0x86895680 svchost.exe          0x0001b0000 svchost.exe          OK: module.640.de495680.1b0000.dll
0x86895680 svchost.exe          0x0771e0000 ntdll.dll            OK: module.640.de495680.771e0000.dll
0x86895680 svchost.exe          0x077320000 MSASN1.dll           OK: module.640.de495680.77320000.dll
0x86895680 svchost.exe          0x074db0000 CRYPTSP.dll          OK: module.640.de495680.74db0000.dll
0x86895680 svchost.exe          0x076f30000 RPCRT4.dll           OK: module.640.de495680.76f30000.dll
0x86895680 svchost.exe          0x076dd0000 ole32.dll            OK: module.640.de495680.76dd0000.dll
0x86895680 svchost.exe          0x074970000 GPAPI.dll            OK: module.640.de495680.74970000.dll
0x86895680 svchost.exe          0x075840000 ADVAPI32.dll         OK: module.640.de495680.75840000.dll
0x86895680 svchost.exe          0x074990000 USERENV.dll          OK: module.640.de495680.74990000.dll
0x86895680 svchost.exe          0x0767a0000 USP10.dll            OK: module.640.de495680.767a0000.dll
0x86895680 svchost.exe          0x0749b0000 SPINF.dll            OK: module.640.de495680.749b0000.dll
0x86895680 svchost.exe          0x071200000 FastProx.dll         OK: module.640.de495680.71200000.dll
0x86895680 svchost.exe          0x0749d0000 umpnpmgr.dll         OK: module.640.de495680.749d0000.dll
0x86895680 svchost.exe          0x0773a0000 WLDAP32.dll          OK: module.640.de495680.773a0000.dll
0x86895680 svchost.exe          0x075330000 profapi.dll          OK: module.640.de495680.75330000.dll
0x86895680 svchost.exe          0x077340000 LPK.dll              OK: module.640.de495680.77340000.dll
0x86895680 svchost.exe          0x075230000 apphelp.dll          OK: module.640.de495680.75230000.dll
0x86895680 svchost.exe          0x075600000 DEVOBJ.dll           OK: module.640.de495680.75600000.dll
0x86895680 svchost.exe          0x076840000 sechost.dll          OK: module.640.de495680.76840000.dll
0x86895680 svchost.exe          0x074a50000 credssp.dll          OK: module.640.de495680.74a50000.dll
0x86895680 svchost.exe          0x074860000 rpcss.dll            OK: module.640.de495680.74860000.dll
0x86895680 svchost.exe          0x074b50000 rsaenh.dll           OK: module.640.de495680.74b50000.dll
0x86895680 svchost.exe          0x076ca0000 USER32.dll           OK: module.640.de495680.76ca0000.dll
0x86895680 svchost.exe          0x0768c0000 GDI32.dll            OK: module.640.de495680.768c0000.dll
0x86895680 svchost.exe          0x0756d0000 kernel32.dll         OK: module.640.de495680.756d0000.dll
0x86895680 svchost.exe          0x0758e0000 MSCTF.dll            OK: module.640.de495680.758e0000.dll
0x86895680 svchost.exe          0x0752f0000 WINSTA.dll           OK: module.640.de495680.752f0000.dll
0x86895680 svchost.exe          0x071360000 wbemcomn.dll         OK: module.640.de495680.71360000.dll
0x86895680 svchost.exe          0x0710a0000 wbemprox.dll         OK: module.640.de495680.710a0000.dll
0x86895680 svchost.exe          0x076a10000 WS2_32.dll           OK: module.640.de495680.76a10000.dll
0x86895680 svchost.exe          0x074b30000 DEVRTL.dll           OK: module.640.de495680.74b30000.dll
0x86895680 svchost.exe          0x0755d0000 CFGMGR32.dll         OK: module.640.de495680.755d0000.dll
0x86895680 svchost.exe          0x077350000 NSI.dll              OK: module.640.de495680.77350000.dll
0x86895680 svchost.exe          0x0748c0000 ntmarta.dll          OK: module.640.de495680.748c0000.dll
0x86895680 svchost.exe          0x0711a0000 NTDSAPI.dll          OK: module.640.de495680.711a0000.dll
0x86895680 svchost.exe          0x074940000 pcwum.DLL            OK: module.640.de495680.74940000.dll
0x86895680 svchost.exe          0x0757b0000 OLEAUT32.dll         OK: module.640.de495680.757b0000.dll
0x86895680 svchost.exe          0x075320000 RpcRtRemote.dll      OK: module.640.de495680.75320000.dll
0x86895680 svchost.exe          0x0773f0000 IMM32.DLL            OK: module.640.de495680.773f0000.dll
0x86895680 svchost.exe          0x076600000 SETUPAPI.dll         OK: module.640.de495680.76600000.dll
0x86895680 svchost.exe          0x074930000 WTSAPI32.dll         OK: module.640.de495680.74930000.dll
0x86895680 svchost.exe          0x071330000 wmidcprv.dll         OK: module.640.de495680.71330000.dll
0x86895680 svchost.exe          0x074950000 umpo.dll             OK: module.640.de495680.74950000.dll
0x86895680 svchost.exe          0x075620000 msvcrt.dll           OK: module.640.de495680.75620000.dll
0x86895680 svchost.exe          0x075430000 CRYPT32.dll          OK: module.640.de495680.75430000.dll
0x86895680 svchost.exe          0x0755a0000 WINTRUST.dll         OK: module.640.de495680.755a0000.dll
0x86895680 svchost.exe          0x075210000 SspiCli.dll          OK: module.640.de495680.75210000.dll
0x86895680 svchost.exe          0x075280000 CRYPTBASE.dll        OK: module.640.de495680.75280000.dll
0x86895680 svchost.exe          0x0710b0000 wbemsvc.dll          OK: module.640.de495680.710b0000.dll
0x86895680 svchost.exe          0x075550000 KERNELBASE.dll       OK: module.640.de495680.75550000.dll
0x86895680 svchost.exe          0x076ad0000 CLBCatQ.DLL          OK: module.640.de495680.76ad0000.dll
0x86895680 svchost.exe          0x070ca0000 wmiutils.dll         OK: module.640.de495680.70ca0000.dll
0x868ba880 VBoxService.ex       0x000400000 VBoxService.exe      OK: module.708.de4ba880.400000.dll
0x868ba880 VBoxService.ex       0x0771e0000 ntdll.dll            OK: module.708.de4ba880.771e0000.dll
0x868ba880 VBoxService.ex       0x074930000 WTSAPI32.dll         OK: module.708.de4ba880.74930000.dll
0x868ba880 VBoxService.ex       0x077340000 LPK.dll              OK: module.708.de4ba880.77340000.dll
0x868ba880 VBoxService.ex       0x076f30000 RPCRT4.dll           OK: module.708.de4ba880.76f30000.dll
0x868ba880 VBoxService.ex       0x074d70000 mswsock.dll          OK: module.708.de4ba880.74d70000.dll
0x868ba880 VBoxService.ex       0x0773a0000 WLDAP32.dll          OK: module.708.de4ba880.773a0000.dll
0x868ba880 VBoxService.ex       0x076840000 sechost.dll          OK: module.708.de4ba880.76840000.dll
0x868ba880 VBoxService.ex       0x076a10000 WS2_32.dll           OK: module.708.de4ba880.76a10000.dll
0x868ba880 VBoxService.ex       0x076ca0000 user32.dll           OK: module.708.de4ba880.76ca0000.dll
0x868ba880 VBoxService.ex       0x075840000 ADVAPI32.dll         OK: module.708.de4ba880.75840000.dll
0x868ba880 VBoxService.ex       0x0748c0000 ntmarta.dll          OK: module.708.de4ba880.748c0000.dll
0x868ba880 VBoxService.ex       0x0756d0000 kernel32.dll         OK: module.708.de4ba880.756d0000.dll
0x868ba880 VBoxService.ex       0x0767a0000 USP10.dll            OK: module.708.de4ba880.767a0000.dll
0x868ba880 VBoxService.ex       0x0752f0000 WINSTA.dll           OK: module.708.de4ba880.752f0000.dll
0x868ba880 VBoxService.ex       0x074900000 iphlpapi.dll         OK: module.708.de4ba880.74900000.dll
0x868ba880 VBoxService.ex       0x074920000 VERSION.dll          OK: module.708.de4ba880.74920000.dll
0x868ba880 VBoxService.ex       0x077330000 PSAPI.DLL            OK: module.708.de4ba880.77330000.dll
0x868ba880 VBoxService.ex       0x077350000 NSI.dll              OK: module.708.de4ba880.77350000.dll
0x868ba880 VBoxService.ex       0x0750c0000 Secur32.dll          OK: module.708.de4ba880.750c0000.dll
0x868ba880 VBoxService.ex       0x0773f0000 IMM32.DLL            OK: module.708.de4ba880.773f0000.dll
0x868ba880 VBoxService.ex       0x075210000 SSPICLI.DLL          OK: module.708.de4ba880.75210000.dll
0x868ba880 VBoxService.ex       0x075620000 msvcrt.dll           OK: module.708.de4ba880.75620000.dll
0x868ba880 VBoxService.ex       0x074830000 wshtcpip.dll         OK: module.708.de4ba880.74830000.dll
0x868ba880 VBoxService.ex       0x0768c0000 GDI32.dll            OK: module.708.de4ba880.768c0000.dll
0x868ba880 VBoxService.ex       0x0758e0000 MSCTF.dll            OK: module.708.de4ba880.758e0000.dll
0x868ba880 VBoxService.ex       0x075550000 KERNELBASE.dll       OK: module.708.de4ba880.75550000.dll
0x868ba880 VBoxService.ex       0x0748f0000 WINNSI.DLL           OK: module.708.de4ba880.748f0000.dll
0x868ba880 VBoxService.ex       0x074840000 dhcpcsvc.DLL         OK: module.708.de4ba880.74840000.dll
0x868c2030 svchost.exe          0x0001b0000 svchost.exe          OK: module.772.de4c2030.1b0000.dll
0x868c2030 svchost.exe          0x0771e0000 ntdll.dll            OK: module.772.de4c2030.771e0000.dll
0x868c2030 svchost.exe          0x077340000 LPK.dll              OK: module.772.de4c2030.77340000.dll
0x868c2030 svchost.exe          0x076f30000 RPCRT4.dll           OK: module.772.de4c2030.76f30000.dll
0x868c2030 svchost.exe          0x074d70000 mswsock.dll          OK: module.772.de4c2030.74d70000.dll
